note_id,entity_id,category,text,timestamp
N402420,E106643,incident,CCTV near library needs check.,2025-09-23T10:20:38Z
N402421,E101137,incident,Confirmed attendance for robotics workshop.,2025-09-23T22:59:30Z
N402422,E100861,rsvp,Confirmed attendance for robotics workshop.,2025-09-14T11:20:47Z
N402423,E103875,incident,Wi-Fi not working in hostel block.,2025-09-24T22:41:58Z
N402424,E104981,maintenance,Wi-Fi not working in hostel block.,2025-09-02T05:21:11Z
N402425,E100557,incident,Confirmed attendance for robotics workshop.,2025-09-14T07:03:45Z
N402426,E105025,rsvp,CCTV near library needs check.,2025-09-17T08:35:19Z
N402427,E102554,incident,CCTV near library needs check.,2025-09-01T22:16:03Z
N402428,E101899,feedback,Requesting lab access.,2025-09-03T19:31:07Z
N402429,E101223,incident,Requesting lab access.,2025-08-30T13:15:31Z
N402430,E104361,helpdesk,Requesting lab access.,2025-09-21T22:58:05Z
N402431,E104010,helpdesk,Wi-Fi not working in hostel block.,2025-09-18T21:21:03Z
N402432,E102215,incident,Broken chair in seminar room.,2025-09-04T04:58:05Z
N402433,E100251,feedback,Confirmed attendance for robotics workshop.,2025-08-28T00:44:44Z
N402434,E100279,incident,CCTV near library needs check.,2025-09-09T10:04:29Z
N402435,E106694,incident,Requesting lab access.,2025-08-28T06:39:37Z
N402436,E106726,rsvp,Broken chair in seminar room.,2025-09-18T17:23:22Z
N402437,E101982,rsvp,Broken chair in seminar room.,2025-08-31T00:23:03Z
N402438,E100792,helpdesk,CCTV near library needs check.,2025-09-09T15:24:59Z
N402439,E103263,incident,Wi-Fi not working in hostel block.,2025-09-22T12:08:11Z
N402440,E104570,rsvp,Requesting lab access.,2025-09-05T15:42:05Z
N402441,E100316,helpdesk,Requesting lab access.,2025-09-04T07:20:30Z
N402442,E101816,helpdesk,Confirmed attendance for robotics workshop.,2025-09-25T21:06:23Z
N402443,E106966,rsvp,Requesting lab access.,2025-09-21T09:13:01Z
N402444,E100908,maintenance,CCTV near library needs check.,2025-09-20T03:21:25Z
N402445,E106755,helpdesk,Broken chair in seminar room.,2025-09-24T01:31:53Z
N402446,E102749,maintenance,Wi-Fi not working in hostel block.,2025-09-01T08:40:32Z
N402447,E104020,maintenance,CCTV near library needs check.,2025-09-05T23:45:18Z
N402448,E103658,maintenance,Broken chair in seminar room.,2025-09-13T07:17:54Z
N402449,E104079,helpdesk,Broken chair in seminar room.,2025-09-06T00:36:56Z
N402450,E103174,helpdesk,Requesting lab access.,2025-09-06T02:13:24Z
N402451,E105899,incident,CCTV near library needs check.,2025-08-28T13:34:24Z
N402452,E106972,incident,Confirmed attendance for robotics workshop.,2025-09-11T19:04:17Z
N402453,E101989,helpdesk,Wi-Fi not working in hostel block.,2025-09-17T15:53:08Z
N402454,E105327,feedback,Wi-Fi not working in hostel block.,2025-09-14T08:08:54Z
N402455,E104750,helpdesk,Requesting lab access.,2025-09-24T03:54:20Z
N402456,E105397,maintenance,Broken chair in seminar room.,2025-09-17T08:13:47Z
N402457,E106510,helpdesk,Wi-Fi not working in hostel block.,2025-09-16T12:27:01Z
N402458,E100115,feedback,Broken chair in seminar room.,2025-09-15T19:41:40Z
N402459,E102756,incident,Requesting lab access.,2025-09-20T07:06:44Z
N402460,E101805,rsvp,Requesting lab access.,2025-09-21T04:09:54Z
N402461,E100109,helpdesk,CCTV near library needs check.,2025-09-09T01:21:31Z
N402462,E106332,incident,Requesting lab access.,2025-09-06T17:53:09Z
N402463,E104635,feedback,CCTV near library needs check.,2025-08-29T09:26:31Z
N402464,E103334,maintenance,Broken chair in seminar room.,2025-09-07T16:09:32Z
N402465,E101088,incident,Confirmed attendance for robotics workshop.,2025-09-24T22:51:16Z
N402466,E103697,incident,Requesting lab access.,2025-09-19T12:32:17Z
N402467,E102706,helpdesk,CCTV near library needs check.,2025-09-25T20:26:28Z
N402468,E106649,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T23:15:24Z
N402469,E106122,helpdesk,Requesting lab access.,2025-09-20T05:17:33Z
N402470,E103400,rsvp,Confirmed attendance for robotics workshop.,2025-09-09T04:56:38Z
N402471,E101697,incident,CCTV near library needs check.,2025-08-28T21:56:50Z
N402472,E104639,helpdesk,Confirmed attendance for robotics workshop.,2025-09-07T09:36:03Z
N402473,E100296,maintenance,Confirmed attendance for robotics workshop.,2025-09-12T04:42:39Z
N402474,E105367,feedback,Requesting lab access.,2025-09-23T08:17:28Z
N402475,E101058,maintenance,Broken chair in seminar room.,2025-09-15T09:39:22Z
N402476,E103390,feedback,Wi-Fi not working in hostel block.,2025-09-16T00:48:07Z
N402477,E105309,helpdesk,Confirmed attendance for robotics workshop.,2025-09-13T04:28:27Z
N402478,E105872,maintenance,Requesting lab access.,2025-09-10T22:18:25Z
N402479,E103437,rsvp,Confirmed attendance for robotics workshop.,2025-09-15T00:24:21Z
N402480,E103110,rsvp,Broken chair in seminar room.,2025-09-10T16:38:08Z
N402481,E105977,rsvp,Requesting lab access.,2025-09-24T17:58:08Z
N402482,E105284,helpdesk,Wi-Fi not working in hostel block.,2025-09-20T19:53:52Z
N402483,E103421,incident,CCTV near library needs check.,2025-09-09T18:53:05Z
N402484,E100445,helpdesk,Confirmed attendance for robotics workshop.,2025-09-19T19:44:31Z
N402485,E102485,incident,CCTV near library needs check.,2025-09-25T09:33:47Z
N402486,E106803,helpdesk,CCTV near library needs check.,2025-09-23T04:37:29Z
N402487,E100747,incident,Confirmed attendance for robotics workshop.,2025-08-29T16:39:55Z
N402488,E104413,feedback,Broken chair in seminar room.,2025-09-13T06:25:00Z
N402489,E103144,helpdesk,Confirmed attendance for robotics workshop.,2025-09-13T10:19:01Z
N402490,E104998,incident,Requesting lab access.,2025-09-05T15:24:48Z
N402491,E103249,feedback,Wi-Fi not working in hostel block.,2025-09-01T10:27:50Z
N402492,E106542,rsvp,Confirmed attendance for robotics workshop.,2025-09-16T12:40:18Z
N402493,E105308,incident,Wi-Fi not working in hostel block.,2025-09-10T22:07:51Z
N402494,E102747,feedback,Requesting lab access.,2025-08-29T11:06:38Z
N402495,E102981,helpdesk,Requesting lab access.,2025-08-31T07:18:14Z
N402496,E102672,feedback,Broken chair in seminar room.,2025-09-11T22:54:24Z
N402497,E101382,maintenance,CCTV near library needs check.,2025-09-21T10:18:15Z
N402498,E100113,incident,Broken chair in seminar room.,2025-09-11T02:42:24Z
N402499,E104135,rsvp,CCTV near library needs check.,2025-09-21T03:11:01Z
N402500,E100621,feedback,Requesting lab access.,2025-08-31T06:50:26Z
N402501,E101362,incident,Wi-Fi not working in hostel block.,2025-08-29T00:11:27Z
N402502,E105295,incident,Requesting lab access.,2025-09-10T13:10:04Z
N402503,E105657,rsvp,Broken chair in seminar room.,2025-09-04T16:26:30Z
N402504,E106189,incident,Requesting lab access.,2025-09-17T06:38:14Z
N402505,E104763,maintenance,Requesting lab access.,2025-09-09T21:54:55Z
N402506,E106131,rsvp,Requesting lab access.,2025-09-19T17:38:31Z
N402507,E102109,helpdesk,Wi-Fi not working in hostel block.,2025-09-07T15:51:05Z
N402508,E103659,feedback,CCTV near library needs check.,2025-09-18T00:23:06Z
N402509,E102226,feedback,Wi-Fi not working in hostel block.,2025-08-28T11:41:54Z
N402510,E105074,rsvp,Broken chair in seminar room.,2025-09-03T15:19:22Z
N402511,E105746,feedback,Requesting lab access.,2025-09-06T19:50:39Z
N402512,E101691,maintenance,CCTV near library needs check.,2025-09-24T22:55:26Z
N402513,E100492,incident,Wi-Fi not working in hostel block.,2025-09-03T03:28:31Z
N402514,E104421,incident,Wi-Fi not working in hostel block.,2025-09-25T22:32:19Z
N402515,E106567,maintenance,Requesting lab access.,2025-09-14T16:11:28Z
N402516,E103711,maintenance,Wi-Fi not working in hostel block.,2025-09-01T09:57:54Z
N402517,E105275,helpdesk,Requesting lab access.,2025-09-11T13:51:09Z
N402518,E102424,feedback,Broken chair in seminar room.,2025-08-27T14:47:31Z
N402519,E105546,maintenance,Confirmed attendance for robotics workshop.,2025-09-02T06:36:24Z
N402520,E100946,feedback,Requesting lab access.,2025-09-08T08:08:46Z
N402521,E100866,incident,Requesting lab access.,2025-08-28T06:37:12Z
N402522,E104868,rsvp,Wi-Fi not working in hostel block.,2025-09-08T14:26:45Z
N402523,E103377,feedback,CCTV near library needs check.,2025-09-03T14:12:04Z
N402524,E105808,feedback,Requesting lab access.,2025-09-18T21:34:38Z
N402525,E104687,rsvp,CCTV near library needs check.,2025-08-30T10:13:09Z
N402526,E101441,maintenance,Broken chair in seminar room.,2025-09-15T05:44:16Z
N402527,E105387,maintenance,Confirmed attendance for robotics workshop.,2025-09-24T06:28:09Z
N402528,E103804,rsvp,Broken chair in seminar room.,2025-09-16T16:52:41Z
N402529,E103726,rsvp,CCTV near library needs check.,2025-09-02T00:43:49Z
N402530,E103322,feedback,Wi-Fi not working in hostel block.,2025-09-19T20:47:33Z
N402531,E104297,incident,Broken chair in seminar room.,2025-09-05T14:57:41Z
N402532,E106002,incident,Confirmed attendance for robotics workshop.,2025-09-18T01:47:34Z
N402533,E106115,helpdesk,Broken chair in seminar room.,2025-09-24T19:50:28Z
N402534,E106619,feedback,Requesting lab access.,2025-08-28T05:10:51Z
N402535,E104390,feedback,Wi-Fi not working in hostel block.,2025-09-23T11:18:54Z
N402536,E106759,maintenance,CCTV near library needs check.,2025-09-20T16:38:13Z
N402537,E101290,maintenance,CCTV near library needs check.,2025-09-23T02:09:50Z
N402538,E106010,incident,Requesting lab access.,2025-09-22T13:13:39Z
N402539,E103174,incident,Broken chair in seminar room.,2025-08-27T16:06:21Z
N402540,E100777,incident,Requesting lab access.,2025-09-02T05:04:44Z
N402541,E106455,maintenance,Requesting lab access.,2025-09-21T18:42:19Z
N402542,E100449,maintenance,Confirmed attendance for robotics workshop.,2025-09-15T02:28:29Z
N402543,E101675,helpdesk,Requesting lab access.,2025-09-24T12:33:01Z
N402544,E105134,incident,Confirmed attendance for robotics workshop.,2025-09-05T16:17:15Z
N402545,E106161,feedback,Wi-Fi not working in hostel block.,2025-08-30T23:22:19Z
N402546,E104955,rsvp,Requesting lab access.,2025-09-15T18:10:59Z
N402547,E103575,feedback,Confirmed attendance for robotics workshop.,2025-08-30T20:53:42Z
N402548,E103970,helpdesk,Broken chair in seminar room.,2025-09-07T03:27:09Z
N402549,E104710,helpdesk,Wi-Fi not working in hostel block.,2025-09-20T18:11:46Z
N402550,E106301,incident,CCTV near library needs check.,2025-09-22T01:25:32Z
N402551,E102201,feedback,Requesting lab access.,2025-09-13T02:21:13Z
N402552,E106925,helpdesk,CCTV near library needs check.,2025-09-09T21:09:31Z
N402553,E100230,helpdesk,Requesting lab access.,2025-09-02T18:16:17Z
N402554,E104640,rsvp,CCTV near library needs check.,2025-09-13T23:04:50Z
N402555,E106694,feedback,CCTV near library needs check.,2025-09-16T01:27:27Z
N402556,E101470,feedback,Wi-Fi not working in hostel block.,2025-08-27T11:03:04Z
N402557,E103868,incident,Wi-Fi not working in hostel block.,2025-09-09T09:50:52Z
N402558,E103257,helpdesk,CCTV near library needs check.,2025-09-04T02:37:41Z
N402559,E103460,maintenance,CCTV near library needs check.,2025-08-28T05:05:50Z
N402560,E105797,incident,Confirmed attendance for robotics workshop.,2025-09-06T22:25:41Z
N402561,E104624,feedback,CCTV near library needs check.,2025-09-03T12:53:20Z
N402562,E106535,incident,Confirmed attendance for robotics workshop.,2025-09-10T07:43:03Z
N402563,E103356,feedback,Requesting lab access.,2025-09-17T04:40:42Z
N402564,E104526,feedback,Confirmed attendance for robotics workshop.,2025-09-17T12:12:04Z
N402565,E101332,helpdesk,Broken chair in seminar room.,2025-09-11T22:47:53Z
N402566,E103867,feedback,CCTV near library needs check.,2025-09-10T21:58:37Z
N402567,E102277,feedback,Confirmed attendance for robotics workshop.,2025-09-02T22:30:51Z
N402568,E105007,helpdesk,Confirmed attendance for robotics workshop.,2025-09-09T14:51:52Z
N402569,E104485,incident,Broken chair in seminar room.,2025-09-19T18:02:59Z
N402570,E106666,helpdesk,Requesting lab access.,2025-08-30T13:32:19Z
N402571,E101972,helpdesk,Requesting lab access.,2025-09-10T09:17:58Z
N402572,E100956,rsvp,Wi-Fi not working in hostel block.,2025-09-11T23:21:39Z
N402573,E105022,incident,Confirmed attendance for robotics workshop.,2025-09-12T14:07:26Z
N402574,E102135,maintenance,Requesting lab access.,2025-08-27T12:53:51Z
N402575,E102108,feedback,Wi-Fi not working in hostel block.,2025-08-30T02:03:01Z
N402576,E101774,incident,Confirmed attendance for robotics workshop.,2025-09-05T01:56:54Z
N402577,E106727,incident,Confirmed attendance for robotics workshop.,2025-09-14T04:04:30Z
N402578,E105043,feedback,Broken chair in seminar room.,2025-09-12T22:56:36Z
N402579,E100448,helpdesk,Confirmed attendance for robotics workshop.,2025-09-24T14:41:06Z
N402580,E103267,rsvp,CCTV near library needs check.,2025-08-27T23:18:05Z
N402581,E104726,rsvp,Requesting lab access.,2025-09-24T02:25:38Z
N402582,E103401,helpdesk,Wi-Fi not working in hostel block.,2025-08-28T17:22:05Z
N402583,E103544,helpdesk,Broken chair in seminar room.,2025-09-14T03:04:47Z
N402584,E103131,maintenance,Broken chair in seminar room.,2025-09-18T00:02:37Z
N402585,E103106,incident,Requesting lab access.,2025-09-16T19:42:40Z
N402586,E102754,rsvp,Requesting lab access.,2025-08-30T02:18:02Z
N402587,E104560,feedback,Broken chair in seminar room.,2025-09-19T00:38:31Z
N402588,E105435,rsvp,Broken chair in seminar room.,2025-09-04T11:44:34Z
N402589,E102597,incident,CCTV near library needs check.,2025-09-16T15:30:59Z
N402590,E103022,feedback,Wi-Fi not working in hostel block.,2025-09-07T22:53:21Z
N402591,E102253,incident,Confirmed attendance for robotics workshop.,2025-09-21T21:46:26Z
N402592,E104129,rsvp,Wi-Fi not working in hostel block.,2025-08-28T14:14:41Z
N402593,E102684,rsvp,CCTV near library needs check.,2025-09-03T10:48:38Z
N402594,E100920,feedback,Requesting lab access.,2025-09-22T19:05:45Z
N402595,E106911,helpdesk,Wi-Fi not working in hostel block.,2025-08-30T05:37:32Z
N402596,E101673,maintenance,Confirmed attendance for robotics workshop.,2025-09-01T09:59:16Z
N402597,E105674,maintenance,Requesting lab access.,2025-09-06T11:53:35Z
N402598,E100289,feedback,CCTV near library needs check.,2025-08-28T11:40:21Z
N402599,E106279,rsvp,CCTV near library needs check.,2025-08-29T15:32:51Z
N402600,E105694,helpdesk,Wi-Fi not working in hostel block.,2025-08-30T14:51:09Z
N402601,E105779,helpdesk,Requesting lab access.,2025-09-05T20:47:28Z
N402602,E102061,feedback,Confirmed attendance for robotics workshop.,2025-09-08T07:56:49Z
N402603,E104704,feedback,Wi-Fi not working in hostel block.,2025-09-01T10:23:57Z
N402604,E102947,maintenance,Requesting lab access.,2025-09-06T01:59:59Z
N402605,E104172,incident,Requesting lab access.,2025-09-07T12:04:00Z
N402606,E105273,maintenance,Confirmed attendance for robotics workshop.,2025-09-09T03:51:47Z
N402607,E104528,incident,Broken chair in seminar room.,2025-09-05T06:43:29Z
N402608,E100408,helpdesk,CCTV near library needs check.,2025-08-31T16:39:11Z
N402609,E100713,helpdesk,Requesting lab access.,2025-09-05T05:15:53Z
N402610,E104541,incident,Wi-Fi not working in hostel block.,2025-09-20T20:48:01Z
N402611,E100697,feedback,Requesting lab access.,2025-08-29T20:57:44Z
N402612,E105503,feedback,Confirmed attendance for robotics workshop.,2025-09-12T15:08:36Z
N402613,E101467,maintenance,Confirmed attendance for robotics workshop.,2025-09-25T04:53:09Z
N402614,E103113,helpdesk,Broken chair in seminar room.,2025-09-08T05:48:43Z
N402615,E106382,helpdesk,Wi-Fi not working in hostel block.,2025-09-13T10:08:16Z
N402616,E102553,rsvp,CCTV near library needs check.,2025-08-30T08:04:54Z
N402617,E106962,rsvp,Confirmed attendance for robotics workshop.,2025-09-08T17:39:40Z
N402618,E106177,incident,Broken chair in seminar room.,2025-09-23T06:36:12Z
N402619,E103137,helpdesk,Confirmed attendance for robotics workshop.,2025-09-05T22:08:31Z
N402620,E105171,maintenance,CCTV near library needs check.,2025-08-29T22:55:35Z
N402621,E100383,feedback,Requesting lab access.,2025-09-20T13:10:49Z
N402622,E104788,maintenance,Wi-Fi not working in hostel block.,2025-09-09T14:54:11Z
N402623,E106648,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T22:14:59Z
N402624,E104437,rsvp,Wi-Fi not working in hostel block.,2025-09-19T09:26:41Z
N402625,E106284,maintenance,Requesting lab access.,2025-09-09T16:58:01Z
N402626,E101344,maintenance,Broken chair in seminar room.,2025-09-24T10:50:12Z
N402627,E102613,helpdesk,CCTV near library needs check.,2025-09-16T12:14:26Z
N402628,E105014,rsvp,Requesting lab access.,2025-09-16T14:58:11Z
N402629,E106639,maintenance,CCTV near library needs check.,2025-09-11T10:29:21Z
N402630,E104500,rsvp,Broken chair in seminar room.,2025-09-22T02:57:02Z
N402631,E101348,maintenance,Confirmed attendance for robotics workshop.,2025-09-10T23:29:31Z
N402632,E102014,helpdesk,Confirmed attendance for robotics workshop.,2025-09-18T18:58:26Z
N402633,E102636,maintenance,CCTV near library needs check.,2025-09-24T10:22:36Z
N402634,E106953,maintenance,Requesting lab access.,2025-09-01T17:07:43Z
N402635,E106942,incident,Confirmed attendance for robotics workshop.,2025-09-23T04:17:43Z
N402636,E105748,maintenance,Broken chair in seminar room.,2025-09-12T09:21:40Z
N402637,E100024,helpdesk,CCTV near library needs check.,2025-08-30T07:17:35Z
N402638,E106038,feedback,Requesting lab access.,2025-09-13T00:40:33Z
N402639,E101436,maintenance,CCTV near library needs check.,2025-09-24T09:54:33Z
N402640,E104484,helpdesk,Broken chair in seminar room.,2025-09-02T12:20:56Z
N402641,E104131,rsvp,Confirmed attendance for robotics workshop.,2025-09-11T03:48:23Z
N402642,E102475,rsvp,Wi-Fi not working in hostel block.,2025-09-03T14:06:26Z
N402643,E104405,rsvp,Requesting lab access.,2025-09-20T21:57:04Z
N402644,E101850,maintenance,Broken chair in seminar room.,2025-08-30T13:49:56Z
N402645,E103663,incident,Requesting lab access.,2025-09-01T17:10:02Z
N402646,E106300,helpdesk,Confirmed attendance for robotics workshop.,2025-08-31T01:56:03Z
N402647,E102427,rsvp,CCTV near library needs check.,2025-09-03T17:26:14Z
N402648,E100737,feedback,Confirmed attendance for robotics workshop.,2025-09-12T01:46:06Z
N402649,E101151,maintenance,Broken chair in seminar room.,2025-08-30T03:31:51Z
N402650,E100631,incident,Wi-Fi not working in hostel block.,2025-08-28T01:26:08Z
N402651,E104466,rsvp,Requesting lab access.,2025-08-31T20:58:25Z
N402652,E104935,maintenance,CCTV near library needs check.,2025-08-29T14:15:40Z
N402653,E103107,feedback,Wi-Fi not working in hostel block.,2025-08-28T10:26:40Z
N402654,E105934,feedback,CCTV near library needs check.,2025-09-07T21:20:08Z
N402655,E106940,incident,Wi-Fi not working in hostel block.,2025-09-06T08:49:08Z
N402656,E103529,maintenance,Broken chair in seminar room.,2025-09-04T15:56:07Z
N402657,E100172,feedback,Wi-Fi not working in hostel block.,2025-08-29T00:46:44Z
N402658,E102698,feedback,Wi-Fi not working in hostel block.,2025-09-21T06:53:03Z
N402659,E105026,rsvp,Broken chair in seminar room.,2025-09-06T18:28:26Z
N402660,E100688,incident,Requesting lab access.,2025-08-30T12:43:34Z
N402661,E104365,rsvp,CCTV near library needs check.,2025-09-14T14:20:02Z
N402662,E100032,helpdesk,Requesting lab access.,2025-09-15T03:59:58Z
N402663,E104528,incident,Broken chair in seminar room.,2025-09-02T16:48:40Z
N402664,E100111,maintenance,Confirmed attendance for robotics workshop.,2025-09-06T08:53:27Z
N402665,E105099,feedback,Requesting lab access.,2025-09-05T12:36:44Z
N402666,E106372,feedback,CCTV near library needs check.,2025-09-02T19:43:32Z
N402667,E103255,maintenance,Broken chair in seminar room.,2025-09-11T11:20:49Z
N402668,E101848,incident,Broken chair in seminar room.,2025-09-14T04:23:52Z
N402669,E101200,feedback,Broken chair in seminar room.,2025-09-17T18:24:27Z
N402670,E101119,rsvp,Broken chair in seminar room.,2025-09-02T14:15:03Z
N402671,E104891,rsvp,Broken chair in seminar room.,2025-09-19T15:06:02Z
N402672,E102526,incident,CCTV near library needs check.,2025-09-15T23:29:05Z
N402673,E100997,feedback,Broken chair in seminar room.,2025-08-28T04:59:44Z
N402674,E101541,helpdesk,Confirmed attendance for robotics workshop.,2025-09-17T02:35:15Z
N402675,E101373,rsvp,Wi-Fi not working in hostel block.,2025-09-14T18:58:23Z
N402676,E103163,helpdesk,Requesting lab access.,2025-09-12T21:48:07Z
N402677,E106764,incident,Confirmed attendance for robotics workshop.,2025-09-20T15:07:06Z
N402678,E106647,maintenance,Wi-Fi not working in hostel block.,2025-09-13T08:04:04Z
N402679,E105451,incident,Wi-Fi not working in hostel block.,2025-09-06T23:09:38Z
N402680,E105959,incident,CCTV near library needs check.,2025-09-25T10:21:10Z
N402681,E101454,maintenance,Wi-Fi not working in hostel block.,2025-09-21T20:29:16Z
N402682,E102975,incident,Requesting lab access.,2025-09-22T08:59:52Z
N402683,E101082,helpdesk,Requesting lab access.,2025-09-15T00:10:12Z
N402684,E104447,helpdesk,Requesting lab access.,2025-09-22T03:53:28Z
N402685,E101824,maintenance,Requesting lab access.,2025-08-31T06:05:29Z
N402686,E102568,rsvp,Broken chair in seminar room.,2025-09-10T21:51:10Z
N402687,E101329,maintenance,Broken chair in seminar room.,2025-08-29T03:25:08Z
N402688,E101257,maintenance,CCTV near library needs check.,2025-09-24T12:52:01Z
N402689,E106178,incident,Wi-Fi not working in hostel block.,2025-08-28T20:25:12Z
N402690,E100752,incident,Requesting lab access.,2025-09-09T07:55:34Z
N402691,E102374,incident,Confirmed attendance for robotics workshop.,2025-09-04T01:43:00Z
N402692,E101471,incident,Requesting lab access.,2025-08-28T04:30:42Z
N402693,E105251,incident,Confirmed attendance for robotics workshop.,2025-09-13T08:34:13Z
N402694,E104771,maintenance,Requesting lab access.,2025-09-12T01:12:43Z
N402695,E104620,rsvp,Confirmed attendance for robotics workshop.,2025-09-01T09:31:45Z
N402696,E106324,feedback,Confirmed attendance for robotics workshop.,2025-09-15T00:03:48Z
N402697,E105474,helpdesk,Wi-Fi not working in hostel block.,2025-08-30T15:43:59Z
N402698,E104078,maintenance,Broken chair in seminar room.,2025-09-21T16:46:18Z
N402699,E100873,maintenance,Broken chair in seminar room.,2025-09-07T21:24:16Z
N402700,E104206,rsvp,Broken chair in seminar room.,2025-09-19T23:44:14Z
N402701,E103340,incident,CCTV near library needs check.,2025-09-12T16:17:58Z
N402702,E104476,feedback,Requesting lab access.,2025-09-20T08:41:49Z
N402703,E101281,helpdesk,Broken chair in seminar room.,2025-09-17T04:37:00Z
N402704,E101122,feedback,CCTV near library needs check.,2025-09-24T13:21:11Z
N402705,E105853,maintenance,Confirmed attendance for robotics workshop.,2025-09-08T18:32:45Z
N402706,E104678,helpdesk,Confirmed attendance for robotics workshop.,2025-08-28T08:24:22Z
N402707,E106250,maintenance,CCTV near library needs check.,2025-09-22T04:56:11Z
N402708,E103427,incident,CCTV near library needs check.,2025-09-25T14:30:04Z
N402709,E102740,feedback,Requesting lab access.,2025-08-29T22:20:45Z
N402710,E103642,incident,Wi-Fi not working in hostel block.,2025-09-06T20:16:13Z
N402711,E101364,maintenance,Confirmed attendance for robotics workshop.,2025-09-21T11:03:19Z
N402712,E101310,helpdesk,Broken chair in seminar room.,2025-08-29T16:16:31Z
N402713,E104255,helpdesk,Requesting lab access.,2025-09-24T19:45:21Z
N402714,E105437,incident,Requesting lab access.,2025-09-21T08:43:55Z
N402715,E100473,maintenance,Wi-Fi not working in hostel block.,2025-09-11T20:06:08Z
N402716,E102320,feedback,Requesting lab access.,2025-09-09T02:30:44Z
N402717,E100847,rsvp,CCTV near library needs check.,2025-09-07T02:47:40Z
N402718,E106951,feedback,Confirmed attendance for robotics workshop.,2025-09-03T21:59:23Z
N402719,E104371,rsvp,Confirmed attendance for robotics workshop.,2025-09-20T11:05:27Z
N402720,E103221,maintenance,Confirmed attendance for robotics workshop.,2025-09-06T07:02:59Z
N402721,E101715,rsvp,Requesting lab access.,2025-09-08T06:40:01Z
N402722,E102253,maintenance,Wi-Fi not working in hostel block.,2025-09-19T13:35:29Z
N402723,E105750,maintenance,Broken chair in seminar room.,2025-09-19T01:07:32Z
N402724,E102338,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T20:59:16Z
N402725,E101787,incident,Broken chair in seminar room.,2025-09-05T02:04:31Z
N402726,E106697,helpdesk,Requesting lab access.,2025-08-30T01:42:36Z
N402727,E101777,rsvp,Wi-Fi not working in hostel block.,2025-09-13T01:23:59Z
N402728,E100562,helpdesk,Requesting lab access.,2025-09-07T14:44:40Z
N402729,E101391,rsvp,Confirmed attendance for robotics workshop.,2025-08-28T18:37:05Z
N402730,E106484,helpdesk,CCTV near library needs check.,2025-09-16T12:41:18Z
N402731,E104396,helpdesk,Requesting lab access.,2025-09-19T09:34:35Z
N402732,E102573,maintenance,CCTV near library needs check.,2025-09-25T02:12:31Z
N402733,E102948,feedback,CCTV near library needs check.,2025-09-20T16:32:09Z
N402734,E105909,maintenance,Requesting lab access.,2025-09-09T01:38:50Z
N402735,E100448,incident,Confirmed attendance for robotics workshop.,2025-08-28T02:30:43Z
N402736,E100041,incident,Requesting lab access.,2025-08-29T10:09:27Z
N402737,E105487,feedback,Requesting lab access.,2025-09-24T12:42:17Z
N402738,E104179,incident,CCTV near library needs check.,2025-09-19T13:00:46Z
N402739,E102268,rsvp,Broken chair in seminar room.,2025-09-07T01:44:15Z
N402740,E100692,maintenance,CCTV near library needs check.,2025-09-01T17:56:01Z
N402741,E102010,helpdesk,CCTV near library needs check.,2025-09-21T23:53:51Z
N402742,E105421,incident,Wi-Fi not working in hostel block.,2025-09-17T08:02:15Z
N402743,E103736,maintenance,Confirmed attendance for robotics workshop.,2025-09-02T11:57:57Z
N402744,E105655,feedback,Wi-Fi not working in hostel block.,2025-09-19T11:17:35Z
N402745,E103295,feedback,Wi-Fi not working in hostel block.,2025-09-25T23:14:53Z
N402746,E102794,incident,Wi-Fi not working in hostel block.,2025-08-30T23:27:22Z
N402747,E100992,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T16:14:34Z
N402748,E100661,incident,CCTV near library needs check.,2025-09-06T19:39:05Z
N402749,E106314,feedback,Wi-Fi not working in hostel block.,2025-09-14T11:55:01Z
N402750,E100707,rsvp,CCTV near library needs check.,2025-09-18T20:00:14Z
N402751,E106576,maintenance,Requesting lab access.,2025-09-11T08:14:26Z
N402752,E103735,incident,CCTV near library needs check.,2025-09-17T21:39:38Z
N402753,E101364,maintenance,Wi-Fi not working in hostel block.,2025-08-29T01:27:51Z
N402754,E104095,incident,Confirmed attendance for robotics workshop.,2025-09-16T10:35:57Z
N402755,E106787,feedback,Requesting lab access.,2025-08-29T20:14:15Z
N402756,E102678,incident,Wi-Fi not working in hostel block.,2025-09-19T04:24:21Z
N402757,E100529,helpdesk,Broken chair in seminar room.,2025-09-14T08:13:29Z
N402758,E103141,feedback,Requesting lab access.,2025-09-18T06:01:32Z
N402759,E104904,helpdesk,Confirmed attendance for robotics workshop.,2025-09-08T16:23:46Z
N402760,E101761,feedback,Confirmed attendance for robotics workshop.,2025-09-25T13:04:30Z
N402761,E102737,rsvp,Requesting lab access.,2025-09-08T09:20:55Z
N402762,E105717,incident,Wi-Fi not working in hostel block.,2025-09-24T03:38:30Z
N402763,E105716,rsvp,CCTV near library needs check.,2025-09-17T03:18:26Z
N402764,E103838,maintenance,Confirmed attendance for robotics workshop.,2025-09-24T21:10:08Z
N402765,E105652,maintenance,CCTV near library needs check.,2025-09-09T20:09:36Z
N402766,E100204,helpdesk,CCTV near library needs check.,2025-09-01T08:34:42Z
